Title,Date Creat,Latitude,Longitude,Northing,Easting,Descriptio,Biocontrol,Chemical c,Density,Detection,Detectio_1,Notes,Number of,Quarter,Species,Status,timestamp,X,Y
Pp Dead Spray And Bugs. Dead From Spray Bugs Did Spread Though,,-24.200420000000001,30.818220000000000,7321853.741457830183208,278398.035193055984564,,Cochineal bug,MSMA,Med,Car,Primary,,,2020 - Quarter 2,Prickly pear,,29:30.0,30.818220000000000,-24.200420000000001
Pp Dense Large Car Bugs 8c,,-24.211990000000000,30.947489999999998,7320771.231136489659548,291550.609636079985648,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,14:31.0,30.947489999999998,-24.211990000000000
Pp Dense Large Car Bugs 8c,,-24.211990000000000,30.947489999999998,7320771.231136489659548,291550.609636079985648,,Cochineal bug,-,High,Car,Primary,,,,Prickly Pear,,2020/09/03 10:14:31.000,30.947489999999998,-24.211990000000000
Pp Dense Med Car Spray 6c,,-24.190030000000000,30.889230000000001,7323115.449868820607662,285595.308005941973533,,-,MSMA,Med,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,19:36.0,30.889230000000001,-24.190030000000000
Pp Dense Med Car Spray 6c,,-24.190030000000000,30.889230000000001,7323115.449868820607662,285595.308005941973533,,-,MSMA,Med,Car,Primary,,,,Prickly Pear,,2020/07/03 09:19:36.000,30.889230000000001,-24.190030000000000
Pp Dense Motherload. Already Spray And Bugs. Rejuvenating But Bugs Have Spread. Added More Bugs,,-24.213300000000000,30.828589999999998,7320443.438613279722631,279473.828529981023166,,Cochineal bug,MSMA,High,Car,Primary,"Update - bugs have spread, spray killed part of plant",-,2020 - Quarter 2,Prickly pear,Treated,54:47.0,30.828589999999998,-24.213300000000000
Pp Dense Motherload. Already Spray And Bugs. Rejuvenating But Bugs Have Spread. Added More Bugs,,-24.213300000000000,30.828589999999998,7320443.438613279722631,279473.828529981023166,,Cochineal bug,MSMA,High,Car,Primary,"Update - bugs have spread, spray killed part of plant",-,2020 - Quarter 2,Prickly pear,Treated,54:47.0,30.828589999999998,-24.213300000000000
Pp Dense Motherload. Already Spray And Bugs. Rejuvenating But Bugs Have Spread. Added More Bugs,,-24.213304980000000,30.828589139999998,7320442.885619279928505,279473.749739771999884,,Cochineal bug,MSMA,High,Car,Primary,,,,Prickly pear,,2020/06/09 11:54:47.000,30.828589139999998,-24.213304980000000
Pp Dense Small Lots Of Them Bugs,,-24.215365080000002,30.822642540000000,7320205.279824789613485,278873.183720291010104,,Cochineal bug,-,Low,Car,Primary,,,,Prickly pear,,2020/08/01 09:30:56.000,30.822642540000000,-24.215365080000002
Pp Extra large Car Bugs 13c Fruiting,,-24.216139999999999,30.936979999999998,7320295.823507430031896,290489.716030314972159,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,51:05.0,30.936979999999998,-24.216139999999999
Pp Extra large Car Bugs 13c Fruiting. Update 17 Nov Bugs Have Spread,,-24.216139999999999,30.936979999999998,7320295.823507430031896,290489.716030314972159,,Cochineal bug,,High,Car,Primary,,,,Prickly Pear,,2020/09/03 08:51:05.000,30.936979999999998,-24.216139999999999
Pp Foot  Med 4c Nursery,,-24.211881490000000,30.825890919999999,7320596.300571179948747,279197.178397074982058,,-,-,Med,Foot,Secondary,nursery,,,Prickly pear,,2020/08/17 13:29:02.000,30.825890919999999,-24.211881490000000
Pp Foot  Med 4c Nursery,,-24.211881490000000,30.825890919999999,7320596.300571179948747,279197.178397074982058,,-,-,Med,Foot,Secondary,nursery,,,Prickly pear,,2020/08/17 13:29:02.000,30.825890919999999,-24.211881490000000
Pp Foot Large 6c Spray,,-24.212618089999999,30.824360630000001,7320512.285762229934335,279042.983304259018041,,-,MSMA,High,Foot,Secondary,,,,Prickly pear,,2020/08/10 09:27:07.000,30.824360630000001,-24.212618089999999
Pp Foot med 5c Nursery,,-24.212613970000000,30.824415250000001,7320512.828592550009489,279048.525159591983538,,-,-,Med,Foot,Secondary,nursery,,,Prickly pear,,2020/08/10 09:26:32.000,30.824415250000001,-24.212613970000000
Pp Foot med 5c Nursery,,-24.212613970000000,30.824415250000001,7320512.828592550009489,279048.525159591983538,,-,-,Med,Foot,Secondary,nursery,,,Prickly pear,,2020/08/10 09:26:32.000,30.824415250000001,-24.212613970000000
Pp Foot Med Spray 4c,,-24.213110000000000,30.821690000000000,7320453.566735580563545,278772.518007010978181,,-,MSMA,Med,Foot,Secondary,,4c,,Prickly pear,,2020/08/10 13:52:05.000,30.821690000000000,-24.213110000000000
"Pp Foot pels, lrg 8 clds, untreated+liana",,-24.175500000000000,30.910329999999998,7324757.093999990262091,287715.155090362008195,,-,-,High,walk - pels,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,02:58.0,30.910329999999998,-24.175500000000000
Pp Foot POI Untreated Large,,-24.197870000000002,30.930420000000002,7322309.641626309603453,289793.335367828025483,,-,,High,Walk - poo,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,34:37.0,30.930420000000002,-24.197870000000002
Pp Foot Poo 7c Untreated,,-24.196700000000000,30.930859999999999,7322439.898827550001442,289836.119910015026107,,-,-,High,Walk - poo,Tertiary,untreated,,2020 - Quarter 3,Prickly Pear,,29:32.0,30.930859999999999,-24.196700000000000
Pp Foot Poo 7c Untreated,,-24.196700000000000,30.930859999999999,7322439.898827550001442,289836.119910015026107,,-,-,High,walk - poo,Tertiary,,,,Prickly Pear,untreated,2020/08/27 11:29:32.000,30.930859999999999,-24.196700000000000
Pp Foot Poo Med 4c Nursery,,-24.196560000000002,30.930759999999999,7322455.255478540435433,289825.730248324980494,,-,-,Med,Walk - poo,Tertiary,Removed to nursery,,2020 - Quarter 3,Prickly Pear,,28:08.0,30.930759999999999,-24.196560000000002
Pp Foot Poo Med 4c Nursery,,-24.196560000000002,30.930759999999999,7322455.255478540435433,289825.730248324980494,,-,-,Med,walk - poo,Tertiary,nursery,,,Prickly Pear,,2020/08/27 11:28:08.000,30.930759999999999,-24.196560000000002
Pp high Car Bugs 7c,,-24.211089999999999,30.899419999999999,7320798.304876510985196,286665.758398105972447,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,25:27.0,30.899419999999999,-24.211089999999999
Pp Large  8c Car. Wait For Bugs To Spread from infected plant,,-24.204780000000000,30.834779999999999,7321396.962494360283017,280088.046813795983326,,-,-,High,Car,Primary,,,,Prickly Pear,See if bugs spread from infected plant nearby,2020/08/22 09:48:26.000,30.834779999999999,-24.204780000000000
Pp Large 10c Bugs Foot,,-24.190660000000001,30.874240000000000,7323022.581759359687567,284073.271574870974291,,Cochineal bug,-,High,Foot,Secondary,,,,Prickly Pear,,2020/12/09 10:10:27.000,30.874240000000000,-24.190660000000001
PP Large 6c Bugs Walk,,-24.213822050000001,30.822435200000001,7320375.873474281281233,278849.454353932989761,,Cochineal bug,-,High,Foot,Secondary,,,,Prickly pear,,2020/07/01 11:55:27.000,30.822435200000001,-24.213822050000001
pp large 6c walk nursery,,-24.179400000000001,30.869640000000000,7324262.710287139751017,283586.869019125995692,,-,-,High,Foot,Secondary,nursery,,,Prickly Pear,,2020/07/30 11:49:44.000,30.869640000000000,-24.179400000000001
pp large 6c walk nursery,,-24.179400000000001,30.869640000000000,7324262.710287139751017,283586.869019125995692,,-,-,High,Foot,Secondary,nursery,,,Prickly Pear,,2020/07/30 11:49:44.000,30.869640000000000,-24.179400000000001
Pp Large 7c Spray. Walk For Marula Revisit Every Month. 24th July Plant Is Dying. Update 26th August Nursery,,-24.195399999999999,30.836060000000000,7322437.996795111335814,280201.998337217024527,,-,-,High,walk - marula,Tertiary,Nursery,,2020 - Quarter 3,Prickly Pear,,10:42.0,30.836060000000000,-24.195399999999999
Pp Large 7c Spray. Walk For Marula Revisit Every Month. 24th July Plant Is Dying. Update 26th August Nursery,,-24.195399999999999,30.836060000000000,7322437.996795111335814,280201.998337217024527,,-,MSMA,High,walk - marula,Tertiary,nursery,,,Prickly Pear,,2020/07/24 09:10:42.000,30.836060000000000,-24.195399999999999
Pp Large 8c Walk. Pushed Over With Tree. Nursery,,-24.213200000000001,30.893210000000000,7320555.082856919616461,286038.409191176993772,,-,-,High,Foot,Secondary,Nursery,,2020 - Quarter 3,Prickly Pear,,10:49.0,30.893210000000000,-24.213200000000001
Pp Large 8c Walk. Pushed Over With Tree. Nursery,,-24.213200000000001,30.893210000000000,7320555.082856919616461,286038.409191176993772,,-,-,High,Foot,Secondary,nursery,,,Prickly Pear,,2020/07/03 15:10:49.000,30.893210000000000,-24.213200000000001
Pp Large Already Bugs Car 10c,,-24.215610000000002,30.839620000000000,7320204.942110039293766,280598.338770388974808,,Cochineal bug,-,High,Car,Primary,already infected with bugs,10 cladodes,2020 - Quarter 2,Prickly pear,Treated,27:11.0,30.839620000000000,-24.215610000000002
Pp Large Already Bugs Car 10c Source Of Bugs,,-24.215606990000001,30.839616899999999,7320205.270653709769249,280598.018685014976654,,Cochineal bug,-,High,Foot,Secondary,already infected with bugs,,,Prickly pear,,2020/06/16 11:27:11.000,30.839616899999999,-24.215606990000001
Pp Large Already Infected With Bugs 8c Car. Wait For Bugs To Spread To Other One,,-24.204780000000000,30.834779999999999,7321396.962494360283017,280088.046813795983326,,Cochineal bug,-,High,Car,Primary,,,,Prickly Pear,bugs have taken,2020/08/22 09:48:26.000,30.834779999999999,-24.204780000000000
Pp Large And Dense Walk Bugs. 7c,,-24.195930000000001,30.876539999999999,7322442.389324340038002,284315.838778640027158,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,07:08.0,30.876539999999999,-24.195930000000001
Pp Large And Dense Walk Bugs. 7c,,-24.195930000000001,30.876539999999999,7322442.389324340038002,284315.838778640027158,,Cochineal bug,-,High,Foot,Secondary,,,,Prickly Pear,,2020/07/30 10:07:08.000,30.876539999999999,-24.195930000000001
Pp Large And Dense. Most Of Plant Dead (Spray?) But Rejuvenated Even More. Walk For Marula Revisit Every Month. Bugs,,-24.186940000000000,30.852779999999999,7323401.307420790195465,281886.435661241994239,,Cochineal bug,-,High,walk - marula,Tertiary,,,2020 - Quarter 3,Prickly Pear,,19:22.0,30.852779999999999,-24.186940000000000
Pp Large And Dense. Most Of Plant Dead (Spray?) But Rejuvenated Even More. Walk For Marula Revisit Every Month. Bugs,,-24.186940000000000,30.852779999999999,7323401.307420790195465,281886.435661241994239,,Cochineal bug,MSMA,High,walk - marula,Tertiary,,,,Prickly Pear,,2020/07/22 14:19:22.000,30.852779999999999,-24.186940000000000
Pp Large And Dense. Previously Sprayed. Half Plant Died. Spray Again.,,-24.212890000000002,30.892399999999999,7320588.178891870193183,285955.604066028026864,,-,MSMA,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,30:17.0,30.892399999999999,-24.212890000000002
Pp Large And Dense. Previously Sprayed. Half Plant Died. Spray Again.,,-24.212890000000002,30.892399999999999,7320588.178891870193183,285955.604066028026864,,-,mSMA,High,Car,Primary,,,,Prickly Pear,needs biological control,2020/07/03 15:30:17.000,30.892399999999999,-24.212890000000002
Pp Large And Sense 8c. Bugs. Update 4th November 2020 Bugs Have Taken,,-24.229240000000001,30.949760000000001,7318863.931483159773052,291809.274145642993972,,Cochineal bug,-,High,Car,Primary,bugs have taken,,,Prickly Pear,,2020/07/23 10:30:33.000,30.949760000000001,-24.229240000000001
Pp Large And Sense 9c. Walk For Marula Revisit Every Month. Bugs,,-24.186760000000000,30.852110000000000,7323420.199793010018766,281818.049678705981933,,Cochineal bug,-,High,walk - marula,Tertiary,,,2020 - Quarter 3,Prickly Pear,,15:34.0,30.852110000000000,-24.186760000000000
Pp Large And Sense 9c. Walk For Marula Revisit Every Month. Bugs,,-24.186760000000000,30.852110000000000,7323420.199793010018766,281818.049678705981933,,Cochineal bug,,High,walk - marula,Tertiary,,,,Prickly Pear,,2020/07/22 14:15:34.000,30.852110000000000,-24.186760000000000
Pp large bugs 7c walk for marula update 10 August bugs have spread,,-24.161899999999999,30.945200000000000,7326315.991646519862115,291236.416205444023944,,Cochineal bug,-,High,walk - marula,Tertiary,,,2020 - Quarter 3,Prickly Pear,,35:25.0,30.945200000000000,-24.161899999999999
Pp Large Bugs 7c. Walk For Marula. Revisit Once A Month. Update August 10. Bugs Have Spread,,-24.161899999999999,30.945200000000000,7326315.991646519862115,291236.416205444023944,,Cochineal bug,-,High,walk - marula,Tertiary,,,2020 - Quarter 3,Prickly Pear,,35:25.0,30.945200000000000,-24.161899999999999
Pp Large Bugs 7c. Walk For Marula. Revisit Once A Month. Update August 10. Bugs Have Spread,,-24.161899999999999,30.945200000000000,7326315.991646519862115,291236.416205444023944,,Cochineal bug,-,High,walk - marula,Tertiary,,,,Prickly Pear,bugs have taken,2020/07/23 14:35:25.000,30.945200000000000,-24.161899999999999
Pp Large Bugs 7c. Walk For Marula. Revisit Once A Month. Update August 10. Bugs Have Spread on second plant,,-24.161899999999999,30.945200000000000,7326315.991646519862115,291236.416205444023944,,Cochineal bug,-,High,walk - marula,Tertiary,,,,Prickly Pear,bugs have taken,2020/07/23 14:35:25.000,30.945200000000000,-24.161899999999999
Pp Large Bugs Walk,,-24.213860000000000,30.823720000000002,7320373.704715889878571,278980.044376130972523,,Cochineal bug,-,High,Foot,Secondary,needs chemical control,-,2020 - Quarter 2,Prickly pear,Treated,52:08.0,30.823720000000002,-24.213860000000000
Pp Large Bugs Walk,,-24.213629999999998,30.824190000000002,7320399.926027620211244,279027.395249644003343,,Cochineal bug,-,High,Foot,Secondary,needs chemical control,-,2020 - Quarter 2,Prickly pear,Treated,58:00.0,30.824190000000002,-24.213629999999998
Pp Large Bugs Walk,,-24.213864640000001,30.823723229999999,7320373.195855719968677,278980.380526733002625,,Cochineal bug,-,High,Foot,Secondary,,,,Prickly pear,,2020/06/09 14:52:08.000,30.823723229999999,-24.213864640000001
Pp Large Bugs Walk,,-24.213628809999999,30.824188390000000,7320400.055295620113611,279027.229633426002692,,Cochineal bug,-,High,Foot,Secondary,,,,Prickly pear,,2020/06/09 14:58:00.000,30.824188390000000,-24.213628809999999
Pp Large Car 10c. Untreated. Evidence Of Moth. Needs Bio Control,,-24.192799999999998,30.884899999999998,7322801.973501130007207,285159.991750528977718,,-,-,High,Car,Primary,untreated,,2020 - Quarter 3,Prickly Pear,,08:22.0,30.884899999999998,-24.192799999999998
Pp Large Car 10c. Untreated. Evidence Of Moth. Needs Bio Control,,-24.192799999999998,30.884899999999998,7322801.973501130007207,285159.991750528977718,,-,-,High,Car,Primary,,,,Prickly Pear,untreated,2020/07/30 15:08:22.000,30.884899999999998,-24.192799999999998
Pp Large Car 6c Bugs,,-24.209119999999999,30.941459999999999,7321080.109142329543829,290933.351483659003861,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,37:41.0,30.941459999999999,-24.209119999999999
Pp Large Car 6c Bugs,,-24.209119999999999,30.941459999999999,7321080.109142329543829,290933.351483659003861,,Cochineal bug,,High,Car,Primary,,,,Prickly Pear,,2020/07/01 13:37:41.000,30.941459999999999,-24.209119999999999
Pp Large Car 6c Bugs,,-24.209129999999998,30.828759999999999,7320905.618544500321150,279483.917066234978847,,Cochineal bug,-,High,Car,Primary,needs chemical control,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,46:48.0,30.828759999999999,-24.209129999999998
Pp Large Car 6c Bugs,,-24.209133200000000,30.828761199999999,7320905.265975639224052,279484.044490889005829,,Cochineal bug,-,High,Car,Primary,,,,Prickly pear,,2020/07/01 10:46:48.000,30.828761199999999,-24.209133200000000
Pp Large Car 7c Bugs,,-24.195650000000001,30.925149999999999,7322547.599680500105023,289254.255260773992632,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,26:40.0,30.925149999999999,-24.195650000000001
Pp Large Car 7c Bugs,,-24.195650000000001,30.925149999999999,7322547.599680500105023,289254.255260773992632,,Cochineal bug,,High,Car,Primary,,,,Prickly Pear,,2020/07/15 10:26:40.000,30.925149999999999,-24.195650000000001
PP large car 7c bugs update bugs have spread,,-24.204029999999999,30.896570000000001,7321575.960401009768248,286364.449104685976636,,Cochineal bug,-,High,Car,Primary,,,,Prickly Pear,bugs have taken,2020/07/09 12:24:00.000,30.896570000000001,-24.204029999999999
PP large car 7c bugs update bugs have spread,,-24.204029999999999,30.896570000000001,7321575.960401009768248,286364.449104685976636,,Cochineal bug,-,High,Car,Primary,,,,Prickly Pear,bugs have taken,2020/07/09 12:24:00.000,30.896570000000001,-24.204029999999999
Pp Large Car 7c. Bugs,,-24.222880000000000,30.942240000000002,7319557.153742959722877,291035.053824594011530,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,17:47.0,30.942240000000002,-24.222880000000000
Pp Large Car 7c. Bugs,,-24.222880000000000,30.942240000000002,7319557.153742959722877,291035.053824594011530,,Cochineal bug,,High,Car,Primary,,,,Prickly Pear,,2020/07/23 10:17:47.000,30.942240000000002,-24.222880000000000
Pp Large car 8c. Bugs,,-24.229240000000001,30.949760000000001,7318863.931483159773052,291809.274145642993972,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,30:33.0,30.949760000000001,-24.229240000000001
Pp Large Car 9c Spray,,-24.189330000000002,30.850940000000001,7323133.696773310191929,281703.541264006984420,,-,MSMA,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,31:20.0,30.850940000000001,-24.189330000000002
Pp Large Car 9c Spray,,-24.189330000000002,30.850940000000001,7323133.696773310191929,281703.541264006984420,,-,MSMA,High,Car,Primary,,,,Prickly Pear,,2020/08/19 13:31:20.000,30.850940000000001,-24.189330000000002
Pp Large Car Already Bugs Dying. 8c,,-24.209369140000000,30.833980319999998,7320887.364688339643180,280014.684531341015827,,Cochineal bug,-,High,Car,Primary,already infected with bugs,,,Prickly pear,,2020/06/16 12:22:15.000,30.833980319999998,-24.209369140000000
