Title,,,,,Date Created,Latitude,Longitude,Northing,Easting,Description,Biocontrol,Camera,Chemical c,Density,Detection method,Detection method description,Done,Done_1,field_2,field_3,Grid,id,layer,Notes,Number of,path,Plot,Point Id,Quarter,Seedling,Sex,Species,Status,timestamp,Tree#,WKT,X,Y,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.22414,30.89638,-2780744427,3439369289,,-,,-,Low,Car,Primary,,,,,,,,Removed to nursery,,,,,2020 - Quarter 1,,,Prickly pear,Treated,56:15.0,,,30.89638,-24.22414,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.2241,30.88603,-2780739544,3438217132,,Cochineal bug,,-,Med,Car,Primary,,,,,,,,needs chemical control,,,,,2020 - Quarter 1,,,Prickly pear,Treated,00:09.0,,,30.88603,-24.2241,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.22409,30.88633,-2780738324,3438250528,,Cochineal bug,,-,High,Car,Primary,,,,,,,,needs chemical control,,,,,2020 - Quarter 1,,,Prickly pear,Treated,03:27.0,,,30.88633,-24.22409,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.22387,30.87005,-2780711469,3436438247,,-,,-,Low,Car,Primary,,,,,,,,Removed to nursery,,,,,2019 - Quarter 4,,,Prickly pear,Treated,00:03.0,,,30.87005,-24.22387,,,,,,,
Jointed Cactus Med Car. Already Treated With Both. Revisited Bugs Have Taken And Spray Killed Part Of Plant,,,,,,-24.22369,30.90227,-2780689496,3440024961,,Mealy Bug,,MSMA,Med,Car,Primary,,,,,,,,bugs have taken,,,,,,,,Jointed cactus,,01:09.0,,,30.90227,-24.22369,,,,,,,
Pp Med Car Nursery,,,,,,-24.22357,30.90371,-2780674848,3440185261,,-,,-,Med,Car,Primary,,,,,,,,Nursery,,,,,2020 - Quarter 3,,,Prickly Pear,,21:28.0,,,30.90371,-24.22357,,,,,,,
Pp Med Car Nursery,,,,,,-24.22357,30.90371,-2780674848,3440185261,,-,,-,Med,Car,Primary,,,,,,,,nursery,,,,,,,,Prickly Pear,,21:28.0,,,30.90371,-24.22357,,,,,,,
x2 Marula Tree Wrapped 1.5m Mesh 21May,,,,,2021-05-21T10:39:00+02:00,-24.22349401,30.9067411,-2780665573,3440522681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marula Tree Wrapped 1.5m Mesh 21May,,,,,2021-05-21T10:20:59+02:00,-24.2234931,30.90521212,-2780665461,3440352476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grass Site 26,,,,,2021-02-05T11:32:18+02:00,-24.22332,30.89941,-2780644332,3439706587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pp, Med, 4 Clds, Car,,2021-01-21T12:13:48+02:00,-24.22331551,30.89933783,-2780643784,3439698553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.2233,30.87046,-2780641.89,3436483888,,-,,-,Low,Car,Primary,,,,,,,,Removed to nursery,,,,,2020 - Quarter 1,,,Prickly pear,Treated,39:41.0,,,30.87046,-24.2233,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.22317,30.88621,-2780626022,3438237.17,,Cochineal bug,,-,Med,Car,Primary,,,,,,,,needs chemical control,,,,,2020 - Quarter 1,,,Prickly pear,Treated,43:43.0,,,30.88621,-24.22317,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.22311,30.87086,-2780618698,3436528416,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,,,,,2019 - Quarter 4,,,Prickly pear,Treated,37:15.0,,,30.87086,-24.22311,,,,,,,
Jointed Cactus. Update 3 September Spray Again Mostly Dead,,,,,,-24.22305,30905.00,-2780611373,3440328863,,-,,MSMA,Med,Car,Primary,,,,,,,,dying. Needs respray,,,,,,,,Jointed cactus,,28:24.0,,,30905,-24.22305,,,,,,,
Pp Large Car 7c. Bugs,,,,,,-24.22288,30.94224,-2780590622,3444474401,,Cochineal bug,,-,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,17:47.0,,,30.94224,-24.22288,,,,,,,
Pp Large Car 7c. Bugs,,,,,,-24.22288,30.94224,-2780590622,3444474401,,Cochineal bug,,,High,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,,17:47.0,,,30.94224,-24.22288,,,,,,,
Marula Wrapped 2m Mesh,,,,,2021-03-18T09:07:17+02:00,-24.22280979,30.89900825,-2780582052,3439661864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.22272,30.87864,-2780571091,3437394481,,-,,-,Low,Car,Primary,,,,,,,,Removed to nursery,,,,,2020 - Quarter 1,,,Prickly pear,Treated,39:27.0,,,30.87864,-24.22272,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.22271,30.8979,-2780569871,3439538495,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 1,,,Prickly pear,Treated,14:23.0,,,30.8979,-24.22271,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.22267,30.87823,-2780564988,3437348.84,,-,,-,Low,Car,Primary,,,,,,,,Removed to nursery,,,,,2020 - Quarter 1,,,Prickly pear,Treated,36:52.0,,,30.87823,-24.22267,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.22241,30.87619,-2780533251,3437121748,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,Removed to nursery,,,,,2019 - Quarter 4,,,Prickly pear,Treated,32:24.0,,,30.87619,-24.22241,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.22241,30.87619,-2780533251,3437121748,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,,,,,2020 - Quarter 1,,,Prickly pear,Treated,03:27.0,,,30.87619,-24.22241,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.2222,30.88577,-2780507617,3438188189,,-,,-,Med,Car,Primary,,,,,,,,Needs both treatments,,,,,2020 - Quarter 1,,,Prickly pear,Untreated,20:14.0,,,30.88577,-24.2222,,,,,,,
Jointed Cactus Untreated,,,,,,-24.2221,30.92212,-2780495.41,3442234653,,-,,-,Med,Car,Primary,,,,,,,,untreated,,,,,,,,Jointed cactus,,02:02.0,,,30.92212,-24.2221,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.22209,30.88461,-2780494.19,3438059059,,Cochineal bug,,MSMA,High,Foot,Secondary,,,,,,,,,7 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,07:56.0,,,30.88461,-24.22209,,,,,,,
Pp Large Walk Both,,,,,,-24.22209,30.88461,-2780494.19,3438059059,,Cochineal bug,,MSMA,High,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 2,,,Prickly Pear,,07:56.0,,,30.88461,-24.22209,,,,,,,
Pp Large Walk Both. Update 4th August - Bugs Spread Slightly. Spray Killed Most Of Plant. Needs Respray,,,,,,-24.22209,30.88461,-2780494.19,3438059059,,Cochineal bug,,MSMA,High,Foot,Secondary,,,,,,,,,,,,,,,,Prickly Pear,bugs have taken,07:56.0,,,30.88461,-24.22209,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.22203,30.88569,-2780486866,3438179284,,Cochineal bug,,-,Med,Car,Primary,,,,,,,,needs chemical control,,,,,2020 - Quarter 1,,,Prickly pear,Treated,04:38.0,,,30.88569,-24.22203,,,,,,,
Marula Wrapped 2m Mesh,,,,,2021-03-18T09:09:32+02:00,-24.22202401,30.8987701,-2780486134,3439635353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jointed Cactus,,, needs respray,24-Feb,,-24.22196,30.92219,-2780478321,3442242445,,Mealy Bug,,-,Med,Car,Primary,,,,,,,,already infected with bugs,,,,,2020 - Quarter 2,,,Jointed cactus,,18:17.0,,,30.92219,-24.22196,,,,,,,
Jointed Cactus. 24 feb still alive,,,, needs respray ,,-24.22196,30.92219,-2780478321,3442242445,,Mealy Bug,,-,Med,Car,Primary,,,,,,,,already infected with bugs,,,,,2020 - Quarter 2,,,Jointed cactus,,18:17.0,,,30.92219,-24.22196,,,,,,,
Jointed Cactus. Infected With Bugs,,,,,,-24.22196,30.92219,-2780478321,3442242445,,Mealy Bug,,-,Med,Car,Primary,,,,,,,,bugs have taken,,,,,,,,Jointed cactus,,18:17.0,,,30.92219,-24.22196,,,,,,,
Pp Med Walk Misery 4c,,,,,,-24.22192,30.90501,-2780473439,3440329976,,-,,-,Med,Foot,Secondary,,,,,,,,nursery,,,,,,,,Prickly Pear,,34:32.0,,,30.90501,-24.22192,,,,,,,
Pp Med Walk Misery 4c,,,,,,-24.22192,30.90501,-2780473439,3440329976,,-,,-,Med,Foot,Secondary,,,,,,,,untreated,,,,,2020 - Quarter 3,,,Prickly Pear,,34:32.0,,,30.90501,-24.22192,,,,,,,
Pp Small Walk Nursery 2c,,,,,,-24.22192,30.90503,-2780473439,3440332203,,-,,-,Low,Foot,Secondary,,,,,,,,untreated,,,,,2020 - Quarter 3,,,Prickly Pear,,34:19.0,,,30.90503,-24.22192,,,,,,,
Pp Small Walk Nursery 2c,,,,,,-24.22192,30.90503,-2780473439,3440332203,,-,,-,Low,Foot,Secondary,,,,,,,,nursery,,,,,,,,Prickly Pear,,34:19.0,,,30.90503,-24.22192,,,,,,,
Qon Large Car Bugs. Evidence Of Moth,,,,,,-24.22191,30.90509,-2780472218,3440338882,,Mealy Bug,,-,High,Car,Primary,,,,,,,,damaged by something else,,,,,,,,Queen of the night,,30:48.0,,,30.90509,-24.22191,,,,,,,
Qon Large Car Bugs. Evidence Of Moth,,,,,,-24.22191,30.90509,-2780472218,3440338882,,Mealy Bug,,-,High,Car,Primary,,,,,,,,,,,,,,,,Queen of the night,,30:48.0,,,30.90509,-24.22191,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.2219,30.8987,-2780470997,3439627.55,,-,,-,Low,Car,Primary,,,,,,,,Removed to nursery,,,,,2020 - Quarter 1,,,Prickly pear,Treated,22:40.0,,,30.8987,-24.2219,,,,,,,
Pp, Small, 2 Clds, BC, Foot,2021-01-21T11:57:40+02:00,-24.22174127,30.88478098,-2780451622,3438078092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maroela Tree Wrapped 1.5m Mesh 14June,,,,,2021-06-14T14:54:48+02:00,-24.2217176,30.92319389,-2780448733,3442354198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qon Walk Med Bugs,,,,,,-24.22164,30.90544,-2780439.26,3440377844,,Mealy Bug,,-,Med,Foot,Secondary,,,,,,,,,,,,,,,,Queen of the night,,33:29.0,,,30.90544,-24.22164,,,,,,,
Qon Walk Med Bugs,,,,,,-24.22164,30.90544,-2780439.26,3440377844,,Mealy Bug,,-,Med,Foot,Secondary,,,,,,,,,,,,,,,,Queen of the night,,33:29.0,,,30.90544,-24.22164,,,,,,,
Marula Tree Wrapped 1.5m Mesh ,,,,,2021-05-14T09:50:21+02:00,-24.22160958,30.9253899,-2780435547,3442598656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.22147,30.87164,-2780418509,3436615245,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,,,,,2019 - Quarter 4,,,Prickly pear,Treated,55:42.0,,,30.87164,-24.22147,,,,,,,
Pp Large Car Untreated Needs Bugs,,,,,,-24.22145,30.94092,-2780416068,3444327459,,-,,-,High,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,untreated,21:18.0,,,30.94092,-24.22145,,,,,,,
Maroela Tree Wrapped 1,,,,5m Mesh 14June ,2021-06-14T15:03:26+02:00,-24.22130568,30.92719606,-2780398452,3442799717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodic Site West,,,,,2021-02-26T14:28:04+02:00,-24.22128,30.8846,-2780395317,3438057945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-24.22125958,30.97391133,-2780392824,3448000037,,,,,,,,1,1,,,,,,,,,,P17,,,,,,,,,30.97391133,-24.22125958,,,,,,,
,,,,,,-24.22125958,30.97391133,-2780392824,3448000037,,,,,,,,1,1,,,,,Point locations,,,file:///C:/Users/Daikoro/Downloads/Point%20locations.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
,,,,,,-24.22125958,30.97391133,-2780392824,3448000037,,,,,,,,,,30.97391133,-24.22125958,P17,2,walking points,,,file:///C:/Users/Daikoro/Downloads/walking%20points.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
,,,,,,-24.2212541,30.97195414,-2780392155,3447782164,,,,,,,,1,1,,,,,,,,,,P17,,,,,,,,,30.97195414,-24.2212541,,,,,,,
,,,,,,-24.2212541,30.97195414,-2780392155,3447782164,,,,,,,,1,1,,,,,Point locations,,,file:///C:/Users/Daikoro/Downloads/Point%20locations.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
,,,,,,-24.2212541,30.97195414,-2780392155,3447782164,,,,,,,,,,30.97195414,-24.2212541,P17,3,walking points,,,file:///C:/Users/Daikoro/Downloads/walking%20points.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
,,,,,,-24.22124177,30.97001829,-2780390.65,3447566666,,,,,,,,1,1,,,,,,,,,,P17,,,,,,,,,30.97001829,-24.22124177,,,,,,,
,,,,,,-24.22124177,30.97001829,-2780390.65,3447566666,,,,,,,,,,30.97001829,-24.22124177,P17,6,walking points,,,file:///C:/Users/Daikoro/Downloads/walking%20points.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
,,,,,,-24.22124177,30.97001829,-2780390.65,3447566666,,,,,,,,1,1,,,,,Point locations,,,file:///C:/Users/Daikoro/Downloads/Point%20locations.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
Pp,, Car, Small, No Bugs ,2021-06-14T15:14:48+02:00,-24.22119686,30.92718641,-2780385169,3442798643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.22102,30.88525,-2780363.58,3438130303,,-,,-,Low,Car,Primary,,,,,,,,Removed to nursery,,,,,2020 - Quarter 1,,,Prickly pear,Treated,20:27.0,,,30.88525,-24.22102,,,,,,,
Pp Med 5c Car Nursery,,,,,,-24.22101,30.95739,-2780362359,3446160891,,-,,-,Med,Car,Primary,,,,,,,,nursery,,,,,,,,Prickly Pear,,45:05.0,,,30.95739,-24.22101,,,,,,,
Pp Med 5c Car Nursery,,,,,,-24.22101,30.95739,-2780362359,3446160891,,-,,-,Med,Car,Primary,,,,,,,,Nursery,,,,,2020 - Quarter 3,,,Prickly Pear,,45:05.0,,,30.95739,-24.22101,,,,,,,
Fixedpoint 6,,,,,2021-01-13T14:15:02+02:00,-24.22088809,30.88615733,-2780347478,3438231307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marula Tree Wrapped 1.5m Mesh 21May,,,,,2021-05-21T10:14:03+02:00,-24.22079053,30.89766297,-2780335.57,3439512108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodic Site East,,,,,2021-02-26T14:27:18+02:00,-24.220779,30.88625,-2780334162,3438241623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pp Med Walk Untreated. Bugs Should Spread,,,,,,-24.22077,30.88586,-2780333064,3438198208,,-,,-,Med,Foot,Secondary,,,,,,,,untreated,,,,,2020 - Quarter 3,,,Prickly Pear,,59:04.0,,,30.88586,-24.22077,,,,,,,
Pp Med Walk Untreated. Bugs Should Spread,,,,,,-24.22077,30.88586,-2780333064,3438198208,,-,,-,Med,Foot,Secondary,,,,,,,,,,,,,,,,Prickly Pear,See if bugs spread from infected plant nearby,59:04.0,,,30.88586,-24.22077,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.22076,30.87163,-2780331843,3436614132,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,,,,,2019 - Quarter 4,,,Prickly pear,Treated,48:59.0,,,30.87163,-24.22076,,,,,,,
Pp Large Walk Bugs 7c,,,,,,-24.22076,30.88578,-2780331843,3438189302,,Cochineal bug,,-,High,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,58:45.0,,,30.88578,-24.22076,,,,,,,
Pp Large Walk Bugs 7c,,,,,,-24.22076,30.88578,-2780331843,3438189302,,Cochineal bug,,,High,Foot,Secondary,,,,,,,,,,,,,,,,Prickly Pear,,58:45.0,,,30.88578,-24.22076,,,,,,,
Pp Large Walk Bugs 6c. Update 2 September. Bugs Have Spread,,,,,,-24.22074,30.88591,-2780329402,3438203774,,Cochineal bug,,-,High,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,59:33.0,,,30.88591,-24.22074,,,,,,,
Pp Large Walk Bugs 6c. Update 2 September. Bugs Have Spread,,,,,,-24.22074,30.88591,-2780329402,3438203774,,Cochineal bug,,,High,Foot,Secondary,,,,,,,,,,,,,,,,Prickly Pear,bugs have taken,59:33.0,,,30.88591,-24.22074,,,,,,,
Marula Tree Wrapped 1.5m Mesh 21May,,,,,2021-05-21T09:50:33+02:00,-24.22072283,30.89778746,-2780327306,3439525967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pp Large Walk Bugs 6c,,,,,,-24.22071,30.88566,-2780325.74,3438175944,,Cochineal bug,,,High,Foot,Secondary,,,,,,,,,,,,,,,,Prickly Pear,,02:23.0,,,30.88566,-24.22071,,,,,,,
Pp Large Walk Bugs 6c,,,,,,-24.22071,30.88566,-2780325.74,3438175944,,Cochineal bug,,-,High,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,02:23.0,,,30.88566,-24.22071,,,,,,,
Knobthorn Wrapped 1.5m Mesh ,,,,,2021-05-14T10:08:51+02:00,-24.22041772,30.93149478,-2780290063,3443278248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marula Wrapped 1.5m Mesh,,,,,2021-05-14T10:09:45+02:00,-24.22041759,30.9313075,-2780290047,3443257401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qon large car just spray,,,,,,-24.22041,30.88036,-2780289.12,3437585951,,-,,MSMA,High,Car,Primary,,,,,,,,needs biological control,,,,,2020 - Quarter 1,,,Queen of the night,,49:06.0,,,30.88036,-24.22041,,,,,,,
Marula Tree Wrapped 1.5m Mesh ,,,,,2021-05-15T11:26:43+02:00,-24.22036892,30.93224467,-2780284106,3443361726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.22003,30.87411,-2780242736,3436890204,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,,,,,2019 - Quarter 4,,,Prickly pear,Treated,08:10.0,,,30.87411,-24.22003,,,,,,,
qon,,, car, lrg no treatment,,-24.21979,30.88781,-2780213441,3438415281,,-,,-,High,Car,Primary,,,,,,,,Needs both treatments,,,,,2020 - Quarter 1,,,Queen of the night,,26:30.0,,,30.88781,-24.21979,,,,,,,
Knobthorn Wrapped 1.5m Mesh,,,,,2021-05-14T10:30:32+02:00,-24.21973688,30.93482741,-2780206957,3443649236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pp Large Car Bugs 7c,,,,,,-24.21968,30.90233,-2780200014,3440031.64,,Cochineal bug,,-,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,18:35.0,,,30.90233,-24.21968,,,,,,,
Pp Large Car Bugs 7c,,,,,,-24.21968,30.90233,-2780200014,3440031.64,,Cochineal bug,,,High,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,,18:35.0,,,30.90233,-24.21968,,,,,,,
Maroela Tree Wrapped 1.5m Mesh 14June,,,,,2021-06-14T15:33:27+02:00,-24.21967884,30.93637225,-2780199872,3443821206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pp Large Car Bugs 8c,,,,,,-24.21951,30.90398,-2780179263,3440215317,,Cochineal bug,,-,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,22:29.0,,,30.90398,-24.21951,,,,,,,
Pp Large Car Bugs 8c,,,,,,-24.21951,30.90398,-2780179263,3440215317,,Cochineal bug,,,High,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,,22:29.0,,,30.90398,-24.21951,,,,,,,
x2 Marula Tree Wrapped 1.5 M Mesh ,,,,,2021-05-14T10:45:56+02:00,-24.21942653,30.93747937,-2780169074,3443944.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marula Tree Wrapped 1.5m Mesh ,,,,,2021-05-15T09:50:50+02:00,-24.21940306,30.93592135,-2780166209,3443771012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.2193,30.88607,-2780153.63,3438221585,,Cochineal bug,,-,Med,Foot,Secondary,,,,,,,,needs chemical control,,,,,2020 - Quarter 1,,,Prickly pear,Treated,18:48.0,,,30.88607,-24.2193,,,,,,,
Pp Walk Large Bugs 11c,,,,,,-24.21917,30.9041,-2780137761,3440228675,,Cochineal bug,,-,High,Foot,Secondary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,25:04.0,,,30.9041,-24.21917,,,,,,,
Pp Walk Large Bugs 11c,,,,,,-24.21917,30.9041,-2780137761,3440228675,,Cochineal bug,,-,High,Foot,Secondary,,,,,,,,,,,,,,,,Prickly Pear,,25:04.0,,,30.9041,-24.21917,,,,,,,
Pp Car 7c Bugs,,,,,,-24.21916,30.89929,-2780136541,3439693229,,Cochineal bug,,,High,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,,10:36.0,,,30.89929,-24.21916,,,,,,,
Pp Car 7c Bugs,,,,,,-24.21916,30.89929,-2780136541,3439693229,,Cochineal bug,,-,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,10:36.0,,,30.89929,-24.21916,,,,,,,
,,,,,,-24.21916,30.94776,-2780136541,3445088884,,,,,,,,1,1,,,,6,,,,,,m16-6,,,,,,,,,30.94776,-24.21916,,,,,,,
,,,,,,-24.21916,30.94776,-2780136541,3445088884,,,,,,,,1,1,,,,6,Point locations,,,file:///C:/Users/Daikoro/Downloads/Point%20locations.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
,,,,,,-24.21914,30.94579,-2780134099,3444869585,,,,,,,,1,1,,,,3,,,,,,m16-3,,,,,,,,,30.94579,-24.21914,,,,,,,
,,,,,,-24.21914,30.94579,-2780134099,3444869585,,,,,,,,1,1,,,,3,Point locations,,,file:///C:/Users/Daikoro/Downloads/Point%20locations.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
,,,,,,-24.21911,30.88574,-2780130438,3438184.85,,,,,,,,0,1,,,,,,,,,,g16-6,,,,,,,,,30.88574,-24.21911,,,,,,,
,,,,,,-24.21911,30.94383,-2780130438,3444651399,,,,,,,,1,1,,,,2,,,,,,m16-2,,,,,,,,,30.94383,-24.21911,,,,,,,
,,,,,,-24.21911,30.88574,-2780130438,3438184.85,,,,,,,,0,1,,,,,Point locations,,,file:///C:/Users/Daikoro/Downloads/Point%20locations.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
,,,,,,-24.21911,30.94383,-2780130438,3444651399,,,,,,,,1,1,,,,2,Point locations,,,file:///C:/Users/Daikoro/Downloads/Point%20locations.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
,,,,,,-24.21908,30.88377,-2780126776,3437965.55,,,,,,,,0,1,,,,16,,,,,,g16-3,,,,,,,,,30.88377,-24.21908,,,,,,,
,,,,,,-24.21908,30.88377,-2780126776,3437965.55,,,,,,,,0,1,,,,16,Point locations,,,file:///C:/Users/Daikoro/Downloads/Point%20locations.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
,,,,,,-24.21905,30.8818,-2780123114,3437746251,,,,,,,,0,1,,,,162,,,,,,g16-2,,,,,,,,,30.8818,-24.21905,,,,,,,
,,,,,,-24.21905,30.8818,-2780123114,3437746251,,,,,,,,0,1,,,,162,Point locations,,,file:///C:/Users/Daikoro/Downloads/Point%20locations.csv?type=csv&delimiter=,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24219.00,30.8858,-2780117011,3438191529,,Cochineal bug,,-,Low,Car,Primary,,,,,,,,needs chemical control,,,,,2020 - Quarter 1,,,Prickly pear,Treated,14:29.0,,,30.8858,-24219,,,,,,,
Marula Tree Wrapped 1.5m Mesh ,,,,,2021-05-15T10:10:36+02:00,-24.21899461,30.93922671,-2780116353,3444138963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x3 Marula Tree Wrapped 1.5m Mesh,,,,,2021-05-14T11:08:57+02:00,-24.21894392,30.93821965,-2780110166,3444026858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.2189,30.86848,-2780104804,3436263475,,-,,-,Med,Car,Primary,,,,,,,,Removed to nursery,,,,,2019 - Quarter 4,,,Prickly pear,Treated,44:30.0,,,30.86848,-24.2189,,,,,,,
Qon Small Car Nursery,,,,,,-24.21873,30.83972,3611951182,-2696016691,,-,,-,Low,Car,Primary,,,,,,,,Removed to nursery,,,,,2020 - Quarter 2,,,Queen of the night,,56:29.0,,,-24.21873,30.83972,,,,,,,
Qon Small Car Nursery,,,,,,-24.21873,30.83972,-2780084054,3433061927,,-,,-,Low,Car,Primary,,,,,,,,Removed to nursery,-,,,,2020 - Quarter 2,,,Queen of the night,Treated,56:29.0,,,30.83972,-24.21873,,,,,,,
Knobthorn Wrapped 1.5m Mesh ,,,,,2021-05-15T10:09:28+02:00,-24.21872911,30.93910278,-2780083945,3444125167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qon Small Car Nursery,,,,,,-24.21872841,30.83971633,-2780083.86,3433061518,,-,,-,Low,Car,Primary,,,,,,,,Removed to nursery,-,,,,,,,Queen of the night,,56:29.0,,,30.83971633,-24.21872841,,,,,,,
Qon Small Car Spray,,,,,,-24.21871307,30.83976235,-2780081987,3433066641,,-,,MSMA,Low,Car,Primary,,,,,,,,Needs biological control,,,,,,,,Queen of the night,,58:43.0,,,30.83976235,-24.21871307,,,,,,,
Qon Small Car Spray,,,,,,-24.21871,30.83976,3611956368,-2696014465,,-,,MSMA,Low,Car,Primary,,,,,,,,Needs biological control,,,,,2020 - Quarter 2,,,Queen of the night,,58:43.0,,,-24.21871,30.83976,,,,,,,
Qon Small Car Spray,,,,,,-24.21871,30.83976,-2780081612,3433066379,,-,,MSMA,Low,Car,Primary,,,,,,,,Needs biological control,-,,,,2020 - Quarter 2,,,Queen of the night,Treated,58:43.0,,,30.83976,-24.21871,,,,,,,
Pp Med Car Bugs 6c,,,,,,-24.21868239,30.84975298,-2780078242,3434178793,,Cochineal bug,,,Med,Car,Primary,,,,,,,,,,,,,,,,Prickly pear,,05:11.0,,,30.84975298,-24.21868239,,,,,,,
